f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,y
Source2,2019-03-26 16:07:03,-81.4897,,,0.0,Lane blocked due to accident on Balasands Blvd at FL-50 Colonial Dr.,N Apopka Vineland Rd,Orlando,Orange,FL,32818,US,KORL,2019-03-26 15:53:00,41.0,29.96,West,6.9,,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,2
Source1,2020-11-08 18:31:00,-118.999618,35.15625,-118.999204,0.093,Incident on CA-99 SB near HERRING RD Drive with caution.,CA-99 S,Bakersfield,Kern,CA,93307,US,KBFL,,,,,,,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,2
Source2,2019-06-10 16:11:31,-77.473869,,,0.0,Left and center lane blocked and left hand shoulder blocked due to accident on I-95 Southbound at Exit 79 I-64 Exits 186 187.,I-195 S,Richmond,Henrico,VA,23227,US,KOFP,2019-06-10 15:54:00,76.0,29.69,SE,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,3
Source1,2022-05-03 20:14:00,-118.048051,33.967433,-118.048143,0.01,Accident from Washington Blvd to Washington Blvd / Dan Adams Way., Washington Blvd,Whittier,Los Angeles,CA,90602-1005,US,KFUL,2022-05-03 19:53:00,63.0,29.79,SSW,5.0,0.0,False,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,2
Source1,2021-02-01 01:45:30,-76.609967,39.206148,-76.593049,0.906,I-695 OUTER LOOP AT EXIT 12B MD 372 WILKENS AVE (SB),I-695 E,Glen Burnie,Anne Arundel,MD,21060,US,KBWI,2021-02-01 01:54:00,88.0,29.69,NNE,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,2
Source2,2016-11-24 04:15:11,-77.377975,,,3.3,Accident on I-70 Westbound between Exit 59 MD-144 Old National Pike and Exit 56 Patrick St.,US-40 W,Frederick,Frederick,MD,21701,US,KFDK,2016-11-24 04:05:00,81.0,30.24,Calm,,,False,False,False,True,False,False,False,False,False,False,False,Night,Night,Night,3
Source2,2018-01-25 13:37:54,-80.069511,,,0.0,Right lane blocked due to accident on I-95 Northbound at Exit 68 US-98 Southern Blvd.,I-95 N,West Palm Beach,Palm Beach,FL,33405,US,KPBI,2018-01-25 13:53:00,57.0,30.26,NE,16.1,,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,3
Source1,2019-09-27 21:09:00,-122.517075,37.879722,-122.517075,0.0,Ramp to CA-1 - Accident., Shoreline Hwy,Mill Valley,Marin,CA,94941-3608,US,KDVO,2019-09-27 21:15:00,100.0,29.71,W,9.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,2
Source1,2019-10-16 17:06:00,-121.716111,36.996111,-121.716111,0.0,At Blackhawk Canyon Rd - Accident., Hecker Pass Rd,Watsonville,Santa Clara,CA,95076,US,KWVI,2019-10-16 16:53:00,60.0,29.74,SSE,7.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,2
Source2,2019-04-11 10:23:13,-90.238831,,,0.0,Two lanes blocked due to accident on I-270 Eastbound at Exits 31A 31B MO-367 Lewis And Clark Blvd.,Lewis and Clark Blvd,Saint Louis,St. Louis County,MO,63138,US,KSTL,2019-04-11 10:51:00,43.0,28.88,SSE,18.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,3
Source2,2019-06-17 05:44:57,-95.969971,,,0.0,Vehicle VS Train accident on 38th St at L St.,S 38th St,Omaha,Douglas,NE,68107-1240,US,KOFF,2019-06-17 05:56:00,78.0,28.8,E,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,2
Source2,2018-06-02 17:46:16,-78.024315,,,0.0,Accident on I-81 Northbound at Exit 8 County Hwy-32 Tabler Station Rd.,Tabler Station Rd,Inwood,Berkeley,WV,25428,US,KMRB,2018-06-02 17:44:00,91.0,29.79,North,8.1,,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,3
Source1,2022-05-18 08:32:59,-81.349737,28.283377,-81.35029200000002,0.189,Slow traffic on US-192 E - US-441 S from US-192 exit [244] to Aeronautical Dr due to accident., Academy Cir W,Kissimmee,Osceola,FL,34744-8575,US,KISM,2022-05-18 08:56:00,79.0,29.98,N,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,2
Source1,2022-02-23 08:22:00.000000,-117.266835,34.110208,-117.264777,0.118,Incident on 6TH ST near PEDLEY RD Expect delays., 6th St,San Bernardino,San Bernardino,CA,92410-4514,US,KSBD,2022-02-23 07:53:00,76.0,28.71,CALM,0.0,0.0,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,2
Source2,2017-06-21 16:34:43,-93.355896,,,0.0,Accident on I-35 Southbound at Exit 193 4th Ave.,IA-27 N,Clear Lake,Cerro Gordo,IA,50428,US,KMCW,2017-06-21 16:53:00,68.0,29.79,SE,15.0,,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,3
Source1,2022-01-21 08:27:51,-80.341948,25.633577,-80.34191700000002,0.057,Incident on SW 92ND AVE near HOUSE 14497 Drive with caution., SW 146th St,Miami,Miami-Dade,FL,33176-7911,US,KTMB,2022-01-21 08:53:00,,30.08,ESE,5.0,0.0,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,2
Source1,2021-05-13 11:52:34,-78.76702666245093,42.88234033190297,-78.76934666245093,1.467,Slow traffic on I-90 W - New York State Thruway W from Walden Ave/Exit 52 (I-90) to William St/Exit 52 (I-90) due to accident.,I-90 W,Buffalo,Erie,NY,14225,US,KBUF,2021-05-13 11:54:00,46.0,29.54,SW,10.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,2
Source2,2021-10-13 02:44:21,-118.097473,,,0.0,Lane blocked due to accident on Sierra Hwy at Pearblossom Hwy.,Sierra Hwy,Palmdale,Los Angeles,CA,93550,US,KPMD,2021-10-13 02:53:00,36.0,27.34,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,2
Source2,2017-11-21 19:11:56,-76.759155,,,0.0,Accident on PA-462 Market St at Highland Ave.,N Highland Ave,York,York,PA,17404,US,KTHV,2017-11-21 18:53:00,89.0,30.02,Calm,,,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,2
Source1,2021-02-11 01:53:00.000000000,-83.131045,42.29955,-83.122315,0.782,Incident on I-75 NB near SCHAEFER Expect long delays.,I-75,Detroit,Wayne,MI,48209,US,KDET,2021-02-11 01:53:00,68.0,29.65,NNW,5.0,0.0,False,False,False,True,False,False,False,False,False,False,False,Night,Night,Night,2
Source2,2019-08-13 18:13:10,-97.69577,,,0.8500000238418579,Accident on entry ramp to Us-183 Northbound from Anderson Ln Eastbound.,E Anderson Ln,Austin,Travis,TX,78752-1604,US,KATT,2019-08-13 17:51:00,25.0,29.14,VAR,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,2
Source2,2018-08-04 12:58:28,-85.623215,,,0.0,Hit-and-run accident on I-264 Westbound at Exits 19A 19B 20 I-64.,I-64 E,Louisville,Jefferson,KY,40220,US,KLOU,2018-08-04 12:53:00,55.0,30.16,West,5.8,,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,3
Source2,2018-08-29 08:22:25,-78.76355,,,0.0,Delays and Left lane blocked due to accident on I-40 Eastbound near Harrison Ave.,N Harrison Ave,Raleigh,Wake,NC,27607,US,KRDU,2018-08-29 08:51:00,91.0,30.15,SW,6.9,,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,3
Source1,2016-07-13 15:20:01,-81.4358,28.49471,-81.435799,0.0,At Vineland Rd - Accident.,Vineland Rd,Orlando,Orange,FL,32811,US,KORL,2016-07-13 15:09:00,67.0,30.12,East,18.4,,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,2
Source2,2021-02-18 07:41:26,-87.91812900000002,,,0.0,Lane blocked due to accident on I-290 Eisenhower Expy Westbound at I-294 Tri-State Tollway .,I-294 S,Hillside,Cook,IL,60162,US,KORD,2021-02-18 07:51:00,81.0,29.57,NNW,7.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,3
Source1,2022-12-05 14:14:00,-117.544732,34.093814,-117.543193,1.556,Slow traffic on I-15 N - Ontario Fwy N from Jurupa St (I-15) to Historic US-66/Foothill Blvd (I-15) due to accident.,I-15 N,Ontario,San Bernardino,CA,91764,US,KONT,2022-12-05 13:53:00,48.0,28.94,WSW,9.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,2
Source2,2022-02-03 10:57:51,-71.069061,,,0.0,Left lane blocked due to accident on MA-24 Northbound at MA-139 Lindelof Ave.,MA-24 S,Stoughton,Norfolk,MA,02072,US,KOWD,2022-02-03 10:53:00,80.0,30.23,SW,8.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,2
Source1,2022-06-16 22:40:13,-89.87190843,35.08497011,-89.87690843,0.368,Incident on I-240 WB near MM 16 Road closed. Take alternate route.,I-240,Memphis,Shelby,TN,38119,US,KOLV,2022-06-16 22:35:00,66.0,29.63,CALM,0.0,0.0,False,False,False,True,False,False,False,False,False,False,False,Night,Night,Night,2
Source2,2017-12-15 15:55:04,-83.754364,,,0.0,Accident on I-75 Southbound at Flushing Rd.,US-23 S,Flint,Genesee,MI,48504,US,KFNT,2017-12-15 15:53:00,81.0,29.83,West,10.4,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,3
Source1,2021-01-03 21:19:18.000000000,-77.354366,37.541067,-77.35484699999998,0.116,Incident on OAKLEYS LN near ANTIGO RD Drive with caution., Oakleys Ln,Richmond,Henrico,VA,23223-5954,US,KRIC,2021-01-03 20:54:00,93.0,29.79,NW,8.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,2
Source1,2020-04-30 18:34:00,-122.61872,47.85663,-122.61872,0.0,At Hood Canal Floating Brg - Accident.,State Highway 104,Poulsbo,Kitsap,WA,98370,US,KPWT,2020-04-30 18:56:00,71.0,29.59,SSW,15.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,2
Source1,2023-01-17 21:57:45,-95.495394,29.637268,-95.495337,0.097,Incident on DUNLAP ST near FONMEADOW DR Drive with caution., Dunlap St,Houston,Harris,TX,77035-5318,US,KMCJ,2023-01-17 21:53:00,90.0,29.72,SE,9.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,2
Source1,2022-03-23 12:58:00.000000000,-118.000245,34.034163,-118.027157,2.638,Stationary traffic on San Gabriel River Fwy S - I-605 S from Ramona Blvd (I-605) to CA-60/Pomona Fwy (I-605) due to accident.,I-605 S,Baldwin Park,Los Angeles,CA,91706,US,KEMT,2022-03-23 12:53:00,16.0,29.99,VAR,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,2
Source2,2019-01-07 07:16:07,-95.495773,,,0.0,Accident on Houston Rosslyn Rd Northbound at West Rd.,N Houston Rosslyn Rd,Houston,Harris,TX,77086,US,KIAH,2019-01-07 06:53:00,93.0,30.11,SSE,4.6,,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,2
Source2,2020-10-14 08:01:39,-87.718704,,,0.0,Lane blocked due to accident on I-90 Kennedy Expy Westbound at Kimball Ave.,I-90 E,Chicago,Cook,IL,60618,US,KORD,2020-10-14 07:51:00,56.0,29.24,S,7.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,3
Source1,2022-06-16 14:21:00,-81.155967,34.116419,-81.192674,3.209,Slow traffic on US-76 W - James F Byrnes Expy W - I-26 W from Harbison Blvd/Exit 103 (I-26) to US-176/Exit 97 (I-26) due to accident.,I-26 W,Columbia,Richland,SC,29212,US,KCAE,2022-06-16 13:56:00,51.0,29.86,SE,7.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,2
Source1,2022-03-04 22:29:30,-81.976959,34.974740999999995,-81.97723,0.195,Incident on NEWMAN RD near NEW CUT RD Drive with caution., Newman Rd,Spartanburg,Spartanburg,SC,29301-4842,US,KSPA,2022-03-04 22:35:00,66.0,29.51,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,2
Source1,2019-08-08 07:47:49,-74.281932,40.4413,-74.26371999999998,1.693,At Cheesequake Park Rd - Accident. Right lane blocked.,Garden State Pkwy S,Parlin,Middlesex,NJ,08859,US,KLDJ,2019-08-08 07:55:00,86.0,29.75,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,2
Source1,2019-08-28 08:02:46,-79.10181999999998,36.03425,-79.09304,0.5429999999999999,At Old NC-86/Exit 261 - Accident.,I-40 E,Hillsborough,Orange,NC,27278,US,KIGX,,,,,,,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,2
Source2,2020-01-18 11:31:22,-74.75058,,,1.7000000476837158,Exit ramp from NJ-29 Westbound to NJ-129 Southbound lane blocked due to accident.,NJ-29 N,Trenton,Mercer,NJ,08610,US,KTTN,2020-01-18 11:20:00,65.0,30.25,SW,12.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,2
Source1,2022-05-01 07:38:00,-73.61409544909661,40.68534385226876,-73.61206544909659,0.14,Incident on SOUTHERN STATE PKWY EB near BALDWIN RD Right shoulder closed.,Southern State Pkwy E,Hempstead,Nassau,NY,11550,US,KJFK,2022-05-01 07:51:00,71.0,30.14,NE,6.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,2
Source1,2016-09-09 16:22:54,-116.599886,33.92573,-116.59988,0.002,At Dillon Rd - Accident., Dillon Rd,Desert Hot Springs,Riverside,CA,92240,US,KPSP,2016-09-09 15:53:00,15.0,29.78,ENE,3.5,,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,2
Source2,2021-03-30 18:39:17,-104.89608,,,0.0,Lane blocked due to accident on I-25 Northbound at Exit 174 Sky View Ln.,I-25 N,Castle Rock,Douglas,CO,80104,US,KMNH,2021-03-30 18:35:00,80.0,23.16,S,12.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,3
Source2,2020-07-28 16:35:34,-122.334183,,,0.0,Lane blocked due to accident on Jackson St Westbound at 1st Ave.,1st Ave S,Seattle,King,WA,98104,US,KBFI,2020-07-28 16:53:00,46.0,29.88,VAR,5.0,0.0,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,2
Source2,2018-11-07 08:46:27,-117.831192,,,0.0,Lane blocked and very slow traffic due to accident on CA-55 Southbound at Exit 13 CA-22.,CA-55 S,Orange,Orange,CA,92869,US,KSNA,2018-11-07 08:53:00,66.0,30.01,Calm,,,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,2
Source2,2020-03-05 15:39:59,-84.620308,,,0.0,Right hand shoulder blocked due to accident on I-94 Eastbound at Exit 128 Michigan Ave.,I-94 W,Parma,Jackson,MI,49269,US,KJXN,2020-03-05 15:56:00,46.0,28.81,SSE,10.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,3
Source2,2020-07-09 06:01:52,-121.843887,,,0.0,Right hand shoulder blocked due to earlier accident on CA-84 Vallecitos Rd Westbound at Vallecitos Atomic Laboratory Rd.,Vallecitos Rd,Sunol,Alameda,CA,94586,US,KLVK,2020-07-09 05:53:00,83.0,29.44,CALM,0.0,0.0,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,2
Source1,2021-02-16 05:19:30,-122.653172,45.424936,-122.660138,0.884,Stationary traffic on OR-43 from SW Taylors Ferry Rd/SW Miles St (OR-43) to A Ave (OR-43) due to accident., SW Riverside Dr,Portland,Multnomah,OR,97219-8474,US,KPDX,2021-02-16 04:53:00,82.0,30.06,SW,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,2
Source2,2018-06-01 16:22:48,-118.409004,,,0.0,Accident on I-405 Southbound at Braddock Dr.,Braddock Dr,Culver City,Los Angeles,CA,90230-5150,US,KSMO,2018-06-01 16:51:00,70.0,29.98,SW,12.7,,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,3
Source2,2022-04-22 12:17:14,-122.13218700000002,,,0.0,#1 lane blocked due to crash on I-880 Northbound at I-238.,I-238,San Leandro,Alameda,CA,94578,US,KHWD,2022-04-22 11:54:00,62.0,30.06,W,9.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,3
Source2,2020-06-11 10:13:54,-81.004707,,,0.0,Accident on Shop Rd at Barlow Rd.,Shop Rd,Columbia,Richland,SC,29201-4847,US,KCUB,2020-06-11 10:14:00,82.0,29.9,S,3.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,2
Source2,2019-12-19 05:48:46,-122.297592,,,0.0,Right hand shoulder blocked due to accident on I-580 Westbound at Exit 10 CA-13 Ashby Ave.,Eastshore Fwy W,Emeryville,Alameda,CA,94608,US,KOAK,2019-12-19 05:53:00,96.0,30.16,SSE,9.0,0.0,False,False,False,True,False,False,False,False,False,False,False,Night,Night,Day,2
Source1,2021-07-17 13:55:47,-80.30495400000002,25.750277,-80.303606,0.181,Slow traffic on FL-972 from SW 68th Ave to SW 22nd St due to accident., Coral Way,Miami,Miami-Dade,FL,33155-1702,US,KMIA,2021-07-17 13:53:00,79.0,30.14,ESE,9.0,0.38,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,2
Source2,2016-12-05 10:13:50,-95.668839,,,0.01,Accident on Clay Rd at Queenston Blvd.,Clay Rd,Houston,Harris,TX,77084-3901,US,KTME,2016-12-05 10:15:00,94.0,29.84,NNE,5.8,,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,2
Source2,2022-01-09 20:05:12,-86.642975,,,0.0,Lane blocked due to accident on I-65 Southbound before Exit 112 TN-25.,I-65 N,Cross Plains,Robertson,TN,37049,US,KBNA,2022-01-09 19:53:00,60.0,29.81,N,12.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,3
Source2,2019-11-20 16:30:16,-122.002281,,,0.0,Lane blocked due to accident on CA-4 Eastbound before Willow Pass Rd.,CA-4 E,Concord,Contra Costa,CA,94519,US,KCCR,2019-11-20 16:53:00,28.0,29.46,N,10.0,0.0,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,2
Source1,2021-09-27 06:16:00,-88.01106800000002,42.172704,-88.00855899999998,0.148,Incident on IL-53 near IL-83 Road closed. Take alternate route., Shiloh Dr,Lake Zurich,Lake,IL,60047,US,KPWK,2021-09-27 05:52:00,70.0,29.09,SSW,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,2
Source1,2023-02-14 08:06:00.000000000,-117.356202,34.285712,-117.356422,0.058,Accident on CA-138 from Waters Dr (CA-138) to Cleghorn Rd (CA-138).,State 138 Hwy,Hesperia,San Bernardino,CA,92345,US,KVCV,2023-02-14 08:15:00,76.0,26.88,S,9.0,0.0,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,2
Source2,2018-01-11 14:06:45,-91.09893,,,0.0,Accident on LA-73 Jefferson Hwy at Brentwood Dr.,Jefferson Hwy,Baton Rouge,East Baton Rouge,LA,70809-1624,US,KBTR,2018-01-11 13:53:00,,29.8,North,,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,2
Source1,2021-05-22 04:12:30,-77.326916,38.785798,-77.327077,0.464,Stationary traffic on VA-123 from Burke Lake Rd (Ox Rd/VA-123) to VA-7100/Fairfax County Pkwy (Ox Rd/VA-123) due to accident.,Ox Rd,Fairfax Station,Fairfax County,VA,22039,US,KDAA,2021-05-22 03:56:00,93.0,30.26,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,2
Source1,2016-08-29 06:03:52,-90.01901,30.00147,-90.03941,1.27,Between Downman Rd/Exit 240 and Almonaster/Louisa St/Exit 239 - Accident.,I-10 W,New Orleans,Orleans,LA,70126,US,KNEW,2016-08-29 05:53:00,82.0,29.94,ENE,12.7,,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,2
Source1,2021-12-25 16:22:10,-78.613557,37.288977,-78.608628,0.331,On US-460 in the County of Prince Edward in the vicinity of Rt. 627N/S (Prince Edward County) motorists can expect delays due to a vehicle crash. All east lanes are closed. All west lanes are closed. Traffic backups are approximately 0.5 mile., Prince Edward Hwy,Prospect,Prince Edward,VA,23960-8064,US,KFVX,2021-12-25 16:15:00,51.0,29.19,SW,14.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,2
Source2,2016-08-13 10:39:28,-80.26061999999997,,,0.0,Left lane blocked due to accident on I-95 Northbound at Exit 101 FL-76 Kanner Hwy.,I-95 S,Stuart,Martin,FL,34997,US,KSUA,2016-08-13 10:47:00,59.0,30.07,ESE,11.5,,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,3
Source1,2022-10-06 18:10:43.000000000,-117.204434,32.825091,-117.164518,4.967,Stationary traffic on I-805 S from I-5 (San Diego) (I-805) to CA-274/Balboa Ave (I-805) due to accident.,I-805 S,San Diego,San Diego,CA,92121,US,KNKX,2022-10-06 18:10:00,81.0,29.47,WSW,6.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,2
Source1,2022-04-21 07:16:00,-80.523646,24.991053,-80.54065600000001,1.361,Stationary traffic on US-1 N - US-1 S - FL-5 from Sunset Rd (US-1) to Venetian Blvd (US-1) due to accident., Overseas Hwy,Tavernier,Monroe,FL,33070-5000,US,KHST,2022-04-21 06:56:00,69.0,30.13,NE,13.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,2
Source1,2023-01-27 12:07:00.000000000,-118.865599,34.176783,-118.867584,0.114,Incident on CA-23 SB near US-101 Drive with caution.,US-101 N,Westlake Village,Ventura,CA,91361,US,KCMA,2023-01-27 11:55:00,31.0,30.03,SSW,8.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,2
Source2,2022-05-21 17:35:20,-86.66523000000002,,,0.0,Right lane blocked due to crash on I-24 Eastbound at Exits 57 57A 57B Haywood Ln.,I-24 E,Antioch,Davidson,TN,37013,US,KBNA,2022-05-21 17:53:00,40.0,29.36,SW,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,3
Source1,2022-12-28 21:58:00,-119.236624,35.718058,-119.23716,0.03,Accident on Pond Rd from Driver Rd to CA-99.,Pond Rd,Mc Farland,Kern,CA,93250,US,KBFL,2022-12-28 21:54:00,83.0,29.48,S,6.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,2
Source1,2022-09-04 09:45:00,-86.673055,36.51018300000001,-86.656185,1.761,Incident on I-65 NB near MM 110 Left lane blocked.,I-65 N,White House,Robertson,TN,37188,US,KBNA,2022-09-04 09:53:00,76.0,29.39,S,7.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,2
Source1,2022-05-14 22:20:30,-81.471783,28.449867,-81.469654,0.129,Slow traffic on FL-482 from I-4 (W Sand Lake Rd/FL-482) to FL-435/S Kirkman Rd (FL-482) due to accident., W Sand Lake Rd,Orlando,Orange,FL,32819,US,KMCO,2022-05-14 21:53:00,79.0,29.85,E,10.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,2
Source2,2018-07-29 14:31:37,-121.533295,,,0.0,Accident on I-5 Northbound at Exit 525A Del Paso Rd.,CA-99 S,Sacramento,Sacramento,CA,95835,US,KSMF,2018-07-29 14:53:00,36.0,29.9,South,6.9,,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,3
Source1,2018-08-22 06:22:55,-87.79961999999998,41.87415,-87.80818000000002,0.444,At IL-43/Harlem Ave/Exit 21B - Accident.,Chicago-Kansas City Expressway W,Oak Park,Cook,IL,60304,US,KMDW,2018-08-22 05:53:00,75.0,30.09,NW,8.1,,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,3
Source1,2022-11-12 21:35:30,-75.75016,40.006053,-75.761718,0.619,Slow traffic on US-30 W - Coatesville Downingtown Byp W from PA-340 (US-30) to Fisherville Rd/Caln Rd (US-30) due to accident.,Coatesville Downingtown Byp W,Downingtown,Chester,PA,19335,US,KOQN,2022-11-12 21:35:00,94.0,29.07,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,2
Source1,2021-03-23 21:27:00,-120.556877,38.081197,-120.557124,0.018,Incident on CA-4 near MONTE VERDA ST Drive with caution., S Main St,Angels Camp,Calaveras,CA,95222,US,KO22,2021-03-23 21:35:00,24.0,27.79,VAR,7.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,2
Source1,2017-02-10 17:48:18,-98.56008,29.49353,-98.55525,0.359,At TX-345-LOOP/Exit 15 - Accident.,I-410 E,San Antonio,Bexar,TX,78229,US,KSAT,2017-02-10 17:51:00,55.0,30.02,South,8.1,,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,3
Source2,2017-12-29 17:06:16,-83.77295699999998,,,0.0,Accident on Pierson Rd near Linden Rd.,W Pierson Rd,Flint,Genesee,MI,48504-1359,US,KFNT,2017-12-29 16:53:00,70.0,30.25,Calm,,0.0,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,2
Source1,2020-09-23 12:16:00,-87.252313,30.55396,-87.249624,0.16,Incident on VALLEY RIDGE CIR near HOUSE 812 Drive with caution., Valley Ridge Cir,Pensacola,Escambia,FL,32514-1553,US,KPNS,2020-09-23 11:53:00,82.0,29.87,ESE,15.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,2
Source2,2017-03-31 07:56:26,-85.667496,,,0.01,Accident on Division Ave at Franklin St.,Franklin St SW,Grand Rapids,Kent,MI,49507-1026,US,KGRR,2017-03-31 07:53:00,100.0,29.7,NNE,12.7,0.0,False,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,2
Source1,2016-06-07 15:22:49,-74.50664,40.57996,-74.50182,0.293,At Mountain Ave - Accident., Union Ave,Middlesex,Middlesex,NJ,08846-1941,US,KSMQ,2016-06-07 14:53:00,57.0,29.49,NNW,13.8,0.0,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,4
Source1,2022-08-07 18:41:58.000000000,-77.580238,38.924821,-77.579924,0.019,Incident on VA-705 WB near BRADDOCK RD Road closed. Take alternate route., Lightridge Farm Rd,Aldie,Loudoun,VA,20105-2600,US,KJYO,2022-08-07 18:52:00,59.0,29.76,SSW,9.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,2
Source2,2019-01-22 09:23:39,-117.681564,,,0.0,Right hand shoulder blocked and slow lane blocked due to accident on CA-60 Westbound near Exit 34 Mountain Ave.,Pomona Fwy W,Chino,San Bernardino,CA,91710,US,KCNO,2019-01-22 09:53:00,18.0,30.26,ENE,12.7,,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,2
Source1,2022-02-04 18:36:00.000000000,-96.973253,32.837379,-96.98541,0.706,Accident on MacArthur Blvd (TX-183) from Belt Line Rd (TX-183) to Airport Fwy W - TX-183 W.,Airport Fwy W,Irving,Dallas,TX,75062,US,KDFW,2022-02-04 18:53:00,52.0,29.95,WNW,10.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,2
Source1,2022-09-04 20:26:00,-81.411742,35.705766,-81.40163000000003,0.568,The road is closed after Exit 119 (Henry River Road).,I-40,Connelly Springs,Burke,NC,28612,US,KHKY,2022-09-04 20:53:00,94.0,28.8,CALM,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,2
